ESVs,Subject,species,Subject Taxonomy ID,identity,Coverage,evalue,bitscore,Source,Taxonomy
Otu3748,Milliolid_red_Rik_9370_9371_9372_Israel,Milliolid_red_Rik_9370_9371_9372_Israel,N/A,97.778,98,2.04E-157,544,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3749,Planorbulinella_sp._17893,Planorbulinella_sp._17893,N/A,96.894,99,2.65E-156,540,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3750,Textularid_Rik_9398_consensus128_73,Textularid_Rik_9398_consensus128_73,N/A,89.752,100,2.16E-117,411,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3751,Elphidium_Rik_9327_9337_9350_Spermonde,Elphidium_Rik_9327_9337_9350_Spermonde,N/A,94.427,100,1.62E-143,497,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3752,Milliolid_red_Rik_9370_9371_9372_Israel,Milliolid_red_Rik_9370_9371_9372_Israel,N/A,97.17,99,9.47E-156,538,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3753,Trifarina_earlandi_&_Uvigerina_bifurcata,Trifarina_earlandi_&_Uvigerina_bifurcata,N/A,93.865,100,3.50E-140,486,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3754,Textularid_Rik_9398_consensus128_73,Textularid_Rik_9398_consensus128_73,N/A,91.722,94,1.29E-119,418,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3755,Rosalina_sp._17595,Rosalina_sp._17595,N/A,96.285,100,1.60E-153,531,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3756,Encrusting_Rik_9441_consensus0_977,Encrusting_Rik_9441_consensus0_977,N/A,97.84,100,7.32E-162,558,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3757,Peneroplis_sp1_Spermonde,Peneroplis_sp1_Spermonde,N/A,100,94,2.02E-162,560,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3758,Encrusting_Rik_9441_consensus0_977,Encrusting_Rik_9441_consensus0_977,N/A,96.285,100,1.60E-153,531,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3759,Planorbulinella_Rik_9331_consensus21_181,Planorbulinella_Rik_9331_consensus21_181,N/A,95.938,98,1.24E-149,518,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3760,Planorbulinella_Rik_9331_consensus21_181,Planorbulinella_Rik_9331_consensus21_181,N/A,92.188,98,4.58E-129,449,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3761,Discanomalina_coronata_18034,Discanomalina_coronata_18034,N/A,94.352,93,5.90E-133,462,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3762,Eggerelloides_scaber_12301,Eggerelloides_scaber_12301,N/A,95.356,100,1.61E-148,514,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3763,Operculina_heterosteginoides,Operculina_heterosteginoides,N/A,96.562,99,1.60E-153,531,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3764,Amphistegina_lobifera,Amphistegina_lobifera,N/A,93.231,100,7.58E-137,475,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3765,Amphistegina_radiata_Spermonde,Amphistegina_radiata_Spermonde,N/A,97.214,99,5.70E-158,545,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3766,Encrusting_Rik_9441_consensus0_977,Encrusting_Rik_9441_consensus0_977,N/A,98.762,99,2.61E-166,573,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3767,Borelis_schlumbergeri_3737_Spermonde,Borelis_schlumbergeri_3737_Spermonde,N/A,97.778,98,2.04E-157,544,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3768,Sorites_sp2_Spermonde,Sorites_sp2_Spermonde,N/A,100,94,7.27E-162,558,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3769,Amphistegina_radiata_Spermonde,Amphistegina_radiata_Spermonde,N/A,95.062,100,7.48E-147,508,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3770,Elphidium_Rik_9327_9337_9350_Spermonde,Elphidium_Rik_9327_9337_9350_Spermonde,N/A,96.226,98,9.60E-151,521,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3771,Elphidium_Rik_9327_9337_9350_Spermonde,Elphidium_Rik_9327_9337_9350_Spermonde,N/A,96.855,98,4.44E-154,532,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3772,Amphistegina_radiata_Spermonde,Amphistegina_radiata_Spermonde,N/A,97.214,100,1.58E-158,547,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3773,Heterostegina_depressa_sp1_Spermonde,Heterostegina_depressa_sp1_Spermonde,N/A,95.046,100,2.69E-146,507,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3774,Encrusting_Rik_9441_consensus0_977,Encrusting_Rik_9441_consensus0_977,N/A,96.894,99,2.65E-156,540,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3775,Heterostegina_depressa_sp1_Spermonde,Heterostegina_depressa_sp1_Spermonde,N/A,95.046,100,7.48E-147,508,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3776,Borelis_schlumbergeri_3737_Spermonde,Borelis_schlumbergeri_3737_Spermonde,N/A,92.212,100,9.82E-131,455,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3777,Amphistegina_papillosa_Rik_9440_consensus0_1051_SaudiArabia,Amphistegina_papillosa_Rik_9440_consensus0_1051_SaudiArabia,N/A,95.046,100,7.48E-147,508,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3778,Sorites_sp2_Spermonde,Sorites_sp2_Spermonde,N/A,98.423,99,7.27E-162,558,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3779,Borelis_schlumbergeri_3737_Spermonde,Borelis_schlumbergeri_3737_Spermonde,N/A,97.143,98,4.41E-154,532,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3781,Cyrea_szymborska_17247,Cyrea_szymborska_17247,N/A,93.248,96,3.54E-130,453,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3782,Murrayinella_globosa_18043,Murrayinella_globosa_18043,N/A,95.963,99,2.67E-151,523,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3783,Haynesina_germanica_18209,Haynesina_germanica_18209,N/A,93.96,92,1.28E-129,451,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3784,Murrayinella_globosa_18043,Murrayinella_globosa_18043,N/A,91.692,100,1.65E-128,448,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3785,Peneroplis_Rik_9339_consensus0_2031,Peneroplis_Rik_9339_consensus0_2031,N/A,100,94,7.27E-162,558,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3786,Peneroplis_Rik_9339_consensus0_2031,Peneroplis_Rik_9339_consensus0_2031,N/A,97.819,100,9.41E-161,555,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3787,Vertebralina_Rik_9325_consensus0_1751,Vertebralina_Rik_9325_consensus0_1751,N/A,95.017,94,2.71E-136,473,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3788,Borelis_schlumbergeri_3737_Spermonde,Borelis_schlumbergeri_3737_Spermonde,N/A,95.327,100,2.07E-147,510,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3789,Stainforthia_sp._17321,Stainforthia_sp._17321,N/A,92.547,99,5.90E-133,462,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3790,Globocassidulina_biora_17225,Globocassidulina_biora_17225,N/A,84.259,100,1.75E-88,315,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3792,Elphidium_williamsoni_13170,Elphidium_williamsoni_13170,N/A,95.652,99,1.24E-149,518,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3793,Glabratellina_sp._17921_&_Planoglabratella_opercularis_18053_&_Planoglabratella_sp.,Glabratellina_sp._17921_&_Planoglabratella_opercularis_18053_&_Planoglabratella_sp,N/A,97.516,99,1.23E-159,551,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3794,Miliolid_Rik_9400_9405_Israel,Miliolid_Rik_9400_9405_Israel,N/A,98.438,99,1.56E-163,564,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3795,Operculina_heterosteginoides,Operculina_heterosteginoides,N/A,91.223,99,1.29E-124,435,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3796,Stainforthia_sp._17321,Stainforthia_sp._17321,N/A,97.523,100,1.22E-159,551,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3797,Heterostegina_depressa_sp1_Spermonde,Heterostegina_depressa_sp1_Spermonde,N/A,97.812,99,3.41E-160,553,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3798,Heterostegina_depressa_sp1_Spermonde,Heterostegina_depressa_sp1_Spermonde,N/A,97.833,100,7.32E-162,558,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3799,Murrayinella_globosa_18043,Murrayinella_globosa_18043,N/A,95.975,100,7.42E-152,525,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3800,Heterostegina_depressa_sp2_Spermonde,Heterostegina_depressa_sp2_Spermonde,N/A,96.285,100,5.72E-153,529,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3801,Elphidium_Rik_9327_9337_9350_Spermonde,Elphidium_Rik_9327_9337_9350_Spermonde,N/A,95.356,100,1.61E-148,514,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3802,Planorbulinella_sp._17893,Planorbulinella_sp._17893,N/A,80.268,91,1.41E-59,219,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3803,Elphidium_Rik_9327_9337_9350_Spermonde,Elphidium_Rik_9327_9337_9350_Spermonde,N/A,94.654,98,2.09E-142,494,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3804,Amphistegina_bicirculata_Rik_9379_9380_9381_9382_Eilat,Amphistegina_bicirculata_Rik_9379_9380_9381_9382_Eilat,N/A,96.285,100,1.60E-153,531,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3805,Murrayinella_globosa_18043,Murrayinella_globosa_18043,N/A,94.516,96,5.86E-138,479,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3806,Trifarina_earlandi_&_Uvigerina_bifurcata,Trifarina_earlandi_&_Uvigerina_bifurcata,N/A,92.638,100,1.64E-133,464,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3807,Encrusting_Rik_9441_consensus0_977,Encrusting_Rik_9441_consensus0_977,N/A,95.666,100,3.45E-150,520,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3808,Peneroplis_sp1_Spermonde,Peneroplis_sp1_Spermonde,N/A,99.338,94,1.57E-158,547,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3809,Entzia_macrescens_13533,Entzia_macrescens_13533,N/A,94.194,96,2.73E-136,473,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3810,Cyrea_szymborska_17247,Cyrea_szymborska_17247,N/A,94.481,96,7.53E-137,475,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3811,Encrusting_Rik_9441_consensus0_977,Encrusting_Rik_9441_consensus0_977,N/A,95.666,100,3.45E-150,520,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3812,Cyrea_szymborska_17247,Cyrea_szymborska_17247,N/A,90.196,94,2.18E-112,394,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3813,Heterostegina_depressa_sp1_Spermonde,Heterostegina_depressa_sp1_Spermonde,N/A,97.523,100,3.41E-160,553,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3814,Textularid_Rik_9399_consensus0_1584,Textularid_Rik_9399_consensus0_1584,N/A,90.615,96,2.16E-117,411,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3815,Murrayinella_globosa_18043,Murrayinella_globosa_18043,N/A,97.523,100,3.41E-160,553,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3816,Heterostegina_depressa_sp2_Spermonde,Heterostegina_depressa_sp2_Spermonde,N/A,94.737,100,3.48E-145,503,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3817,Milliolid_red_Rik_9370_9371_9372_Israel,Milliolid_red_Rik_9370_9371_9372_Israel,N/A,96.885,100,9.47E-156,538,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3818,Elphidium_williamsoni_13170,Elphidium_williamsoni_13170,N/A,95.652,99,1.24E-149,518,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3819,Encrusting_Rik_9441_consensus0_977,Encrusting_Rik_9441_consensus0_977,N/A,98.142,99,5.66E-163,562,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3820,Textularid_Rik_9397_consensus4_105,Textularid_Rik_9397_consensus4_105,N/A,97.833,100,7.32E-162,558,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3821,Stainforthia_sp._17321,Stainforthia_sp._17321,N/A,96.594,100,3.43E-155,536,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3822,Cyrea_szymborska_17247,Cyrea_szymborska_17247,N/A,97.742,96,4.44E-154,532,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3823,Textularid_Rik_9397_consensus4_105,Textularid_Rik_9397_consensus4_105,N/A,98.142,100,1.57E-163,564,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3824,Cyrea_szymborska_17247,Cyrea_szymborska_17247,N/A,93.871,96,1.64E-133,464,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3825,Amphistegina_lessonii,Amphistegina_lessonii,N/A,96.904,100,7.37E-157,542,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3826,Amphistegina_radiata_Spermonde,Amphistegina_radiata_Spermonde,N/A,95.356,99,5.78E-148,512,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3828,Milliolid_red_Rik_9370_9371_9372_Israel,Milliolid_red_Rik_9370_9371_9372_Israel,N/A,96.262,100,2.05E-152,527,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3830,Murrayinella_globosa_18043,Murrayinella_globosa_18043,N/A,95.666,100,3.45E-150,520,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3831,Textularid_Rik_9398_consensus128_73,Textularid_Rik_9398_consensus128_73,N/A,89.937,99,7.75E-117,409,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3832,Heterostegina_depressa_sp1_Spermonde,Heterostegina_depressa_sp1_Spermonde,N/A,97.812,99,3.41E-160,553,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3833,Operculina_ammonoides,Operculina_ammonoides,N/A,97.214,100,1.58E-158,547,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3834,Heterostegina_depressa_sp2_Spermonde,Heterostegina_depressa_sp2_Spermonde,N/A,93.115,94,2.12E-127,444,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3835,Planorbulinella_Rik_9331_consensus21_181,Planorbulinella_Rik_9331_consensus21_181,N/A,95.988,99,7.42E-152,525,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3836,Encrusting_Rik_9441_consensus0_977,Encrusting_Rik_9441_consensus0_977,N/A,97.188,99,7.37E-157,542,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3837,Elphidium_Rik_9327_9337_9350_Spermonde,Elphidium_Rik_9327_9337_9350_Spermonde,N/A,96.508,98,9.60E-151,521,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3838,Entzia_macrescens_13533,Entzia_macrescens_13533,N/A,86.174,96,1.71E-93,331,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3839,Calcarina_hispida_&_Calcarina_sp_5163_Spermonde,Calcarina_hispida_&_Calcarina_sp_5163_Spermonde,N/A,96.285,100,1.60E-153,531,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3840,Elphidium_Rik_9327_9337_9350_Spermonde,Elphidium_Rik_9327_9337_9350_Spermonde,N/A,96.562,99,1.60E-153,531,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3841,Murrayinella_globosa_18043,Murrayinella_globosa_18043,N/A,96.273,99,5.74E-153,529,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3842,Elphidium_Rik_9327_9337_9350_Spermonde,Elphidium_Rik_9327_9337_9350_Spermonde,N/A,95.046,100,7.48E-147,508,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3843,Planorbulinella_sp._17893,Planorbulinella_sp._17893,N/A,92.284,100,7.64E-132,459,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3844,Eggerelloides_scaber_12301,Eggerelloides_scaber_12301,N/A,92.767,98,2.12E-132,460,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3845,Eggerelloides_scaber_12301,Eggerelloides_scaber_12301,N/A,86.503,100,3.71E-100,353,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3846,Discanomalina_coronata_18034,Discanomalina_coronata_18034,N/A,96.594,100,3.43E-155,536,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3847,Haynesina_germanica_18209,Haynesina_germanica_18209,N/A,95.302,92,2.73E-136,473,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3848,Cyrea_szymborska_17247,Cyrea_szymborska_17247,N/A,92.88,96,1.65E-128,448,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3849,Peneroplis_Rik_9339_consensus0_2031,Peneroplis_Rik_9339_consensus0_2031,N/A,97.523,100,1.23E-159,551,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3850,Borelis_schlumbergeri_3737_Spermonde,Borelis_schlumbergeri_3737_Spermonde,N/A,96.845,98,5.74E-153,529,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3851,Vertebralina_Rik_9325_consensus0_1751,Vertebralina_Rik_9325_consensus0_1751,N/A,94.322,99,3.48E-140,486,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3853,Elphidium_Rik_9327_9337_9350_Spermonde,Elphidium_Rik_9327_9337_9350_Spermonde,N/A,97.179,99,2.65E-156,540,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3855,Pyrgo_Rik_9347_consensus0_1557,Pyrgo_Rik_9347_consensus0_1557,N/A,84.709,100,1.35E-89,318,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3856,Textularid_Rik_9397_consensus4_105,Textularid_Rik_9397_consensus4_105,N/A,97.523,100,3.41E-160,553,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3857,Murrayinella_globosa_18043,Murrayinella_globosa_18043,N/A,95.975,100,7.42E-152,525,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3858,Operculina_heterosteginoides,Operculina_heterosteginoides,N/A,95.356,100,1.61E-148,514,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3859,Amphistegina_lobifera,Amphistegina_lobifera,N/A,98.142,100,1.57E-163,564,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3860,Amphistegina_lobifera,Amphistegina_lobifera,N/A,96.904,100,7.37E-157,542,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3861,Encrusting_Rik_9441_consensus0_977,Encrusting_Rik_9441_consensus0_977,N/A,99.671,94,2.63E-161,556,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3862,Amphistegina_lessonii,Amphistegina_lessonii,N/A,96.594,100,3.43E-155,536,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3863,Encrusting_Rik_9441_consensus0_977,Encrusting_Rik_9441_consensus0_977,N/A,97.214,100,1.58E-158,547,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3864,Amphistegina_papillosa_Ambon,Amphistegina_papillosa_Ambon,N/A,95.666,99,1.24E-149,518,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3865,Planorbulinella_sp._17893,Planorbulinella_sp._17893,N/A,96.904,100,7.37E-157,542,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3866,Heterostegina_depressa_sp1_Spermonde,Heterostegina_depressa_sp1_Spermonde,N/A,96.904,100,2.65E-156,540,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3867,Encrusting_Rik_9441_consensus0_977,Encrusting_Rik_9441_consensus0_977,N/A,92.857,99,1.27E-134,468,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3868,Neorotalia_calcar_Spermonde,Neorotalia_calcar_Spermonde,N/A,98.142,100,1.57E-163,564,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3869,Amphistegina_lobifera,Amphistegina_lobifera,N/A,95.399,100,1.61E-148,514,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3870,Calcarina_sp._5164_Spermonde,Calcarina_sp._5164_Spermonde,N/A,96.285,100,1.60E-153,531,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3872,Milliolid_red_Rik_9370_9371_9372_Israel,Milliolid_red_Rik_9370_9371_9372_Israel,N/A,95.556,98,9.61E-146,505,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3873,Planorbulinella_sp._17893,Planorbulinella_sp._17893,N/A,97.833,100,7.32E-162,558,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3874,Rosalina_sp._17595,Rosalina_sp._17595,N/A,95.975,100,7.42E-152,525,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3875,Amphistegina_lobifera,Amphistegina_lobifera,N/A,92.308,100,7.64E-132,459,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3876,Amphistegina_lessonii_5174,Amphistegina_lessonii_5174,N/A,96.012,100,7.42E-152,525,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3877,Amphistegina_bicirculata_Rik_9379_9380_9381_9382_Eilat,Amphistegina_bicirculata_Rik_9379_9380_9381_9382_Eilat,N/A,93.846,100,3.50E-140,486,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3878,Amphistegina_radiata_Spermonde,Amphistegina_radiata_Spermonde,N/A,96.594,100,3.43E-155,536,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3879,Amphistegina_lobifera,Amphistegina_lobifera,N/A,97.214,100,1.58E-158,547,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3880,Textularid_Rik_9398_consensus128_73,Textularid_Rik_9398_consensus128_73,N/A,91.438,91,4.66E-114,399,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3881,Textularia_gramen_13633,Textularia_gramen_13633,N/A,83.934,94,4.84E-79,283,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3882,Murrayinella_globosa_18043,Murrayinella_globosa_18043,N/A,95.238,98,4.50E-144,499,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3883,Eggerelloides_scaber_12301,Eggerelloides_scaber_12301,N/A,95.356,100,1.61E-148,514,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
