ESVs,Subject,Subject accession,Subject Taxonomy ID,Identity percentage,Coverage,evalue,bitscore,Source,Taxonomy
ESV_9399,Eukaryota/Bacillariophyta/Mediophyceae/Chaetocerotales/Chaetocerotaceae/Chaetoceros/Chaetoceros_sp.,Eukaryota/Bacillariophyta/Mediophyceae/Chaetocerotales/Chaetocerotaceae/Chaetoceros/Chaetoceros_sp,N/A,100,100,3.66E-138,486,Genbank,Eukaryota/Bacillariophyta/Mediophyceae/Chaetocerotales/Chaetocerotaceae/Chaetoceros/Chaetoceros_sp.
ESV_9400,Eukaryota/Bacillariophyta/Bacillariophyceae/Surirellales/Entomoneidaceae/Entomoneis/Entomoneis_adriatica,Eukaryota/Bacillariophyta/Bacillariophyceae/Surirellales/Entomoneidaceae/Entomoneis/Entomoneis_adriatica,N/A,94.297,100,3.79E-113,403,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Surirellales/Entomoneidaceae/Entomoneis/Entomoneis_adriatica
ESV_9401,Eukaryota/Bacillariophyta/Bacillariophyceae/Achnanthales/Achnanthidiaceae/Achnanthidium/Achnanthidium_minutissimum,Eukaryota/Bacillariophyta/Bacillariophyceae/Achnanthales/Achnanthidiaceae/Achnanthidium/Achnanthidium_minutissimum,N/A,93.916,100,1.77E-111,398,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Achnanthales/Achnanthidiaceae/Achnanthidium/Achnanthidium_minutissimum
ESV_9402,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Cylindrotheca/Cylindrotheca_closterium,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Cylindrotheca/Cylindrotheca_closterium,N/A,93.893,99,6.35E-111,396,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Cylindrotheca/Cylindrotheca_closterium
ESV_9403,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Halamphora/Halamphora_cf._costata,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Halamphora/Halamphora_cf._costata,N/A,98.099,100,7.98E-130,459,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Halamphora/Halamphora_cf._costata
ESV_9404,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_sigma,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_sigma,N/A,93.916,100,1.77E-111,398,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_sigma
ESV_9405,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Amphora/Amphora_sp.,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Amphora/Amphora_sp,N/A,87.786,99,1.10E-83,305,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Amphora/Amphora_sp.
ESV_9406,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Thalassiophysaceae/Thalassiophysa/Thalassiophysa_hyalina,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Thalassiophysaceae/Thalassiophysa/Thalassiophysa_hyalina,N/A,98.479,100,1.72E-131,464,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Thalassiophysaceae/Thalassiophysa/Thalassiophysa_hyalina
ESV_9407,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_cf._spathulata,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_cf._spathulata,N/A,98.479,100,1.72E-131,464,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_cf._spathulata
ESV_9408,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Navicula/Navicula_hippodontafallax,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Navicula/Navicula_hippodontafallax,N/A,90.347,98,3.02E-94,340,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Navicula/Navicula_hippodontafallax
ESV_9409,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Diadesmidaceae/Luticola/Luticola_ventricosa,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Diadesmidaceae/Luticola/Luticola_ventricosa,N/A,91.221,99,3.00E-99,357,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Diadesmidaceae/Luticola/Luticola_ventricosa
ESV_9410,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_longissima,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_longissima,N/A,93.13,99,1.37E-107,385,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_longissima
ESV_9412,Eukaryota/Bacillariophyta/Fragilariophyceae/Fragilariales/Fragilariaceae/Serratifera/Serratifera_corallina,Eukaryota/Bacillariophyta/Fragilariophyceae/Fragilariales/Fragilariaceae/Serratifera/Serratifera_corallina,N/A,95.817,100,8.10E-120,425,Genbank,Eukaryota/Bacillariophyta/Fragilariophyceae/Fragilariales/Fragilariaceae/Serratifera/Serratifera_corallina
ESV_9413,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Halamphora/Halamphora_pertusa,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Halamphora/Halamphora_pertusa,N/A,96.198,100,1.74E-121,431,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Halamphora/Halamphora_pertusa
ESV_9414,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Haslea/Haslea_nipkowii,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Haslea/Haslea_nipkowii,N/A,96.958,100,8.04E-125,442,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Haslea/Haslea_nipkowii
ESV_9415,Eukaryota/Bacillariophyta/Fragilariophyceae/Ardissoneales/Ardissoneaceae/Ardissonea/Ardissonea_baculus,Eukaryota/Bacillariophyta/Fragilariophyceae/Ardissoneales/Ardissoneaceae/Ardissonea/Ardissonea_baculus,N/A,87.833,99,3.06E-84,307,Genbank,Eukaryota/Bacillariophyta/Fragilariophyceae/Ardissoneales/Ardissoneaceae/Ardissonea/Ardissonea_baculus
ESV_9416,Eukaryota/Bacillariophyta/Bacillariophyceae/Mastogloiales/Mastogloiaceae/Mastogloia/Mastogloia_fimbriata,Eukaryota/Bacillariophyta/Bacillariophyceae/Mastogloiales/Mastogloiaceae/Mastogloia/Mastogloia_fimbriata,N/A,96.565,99,1.35E-122,435,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Mastogloiales/Mastogloiaceae/Mastogloia/Mastogloia_fimbriata
ESV_9418,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Amphora/Amphora_ovalis,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Amphora/Amphora_ovalis,N/A,98.099,100,7.98E-130,459,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Amphora/Amphora_ovalis
ESV_9419,Eukaryota/Bacillariophyta/Bacillariophyceae/Surirellales/Entomoneidaceae/Entomoneis/Entomoneis_cf._alata,Eukaryota/Bacillariophyta/Bacillariophyceae/Surirellales/Entomoneidaceae/Entomoneis/Entomoneis_cf._alata,N/A,96.958,100,8.04E-125,442,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Surirellales/Entomoneidaceae/Entomoneis/Entomoneis_cf._alata
ESV_9420,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Amphora/Amphora_beaufortiana,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Amphora/Amphora_beaufortiana,N/A,97.701,99,4.81E-127,449,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Amphora/Amphora_beaufortiana
ESV_9421,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Berkeleyaceae/Climaconeis/Climaconeis_cf._lorenzii,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Berkeleyaceae/Climaconeis/Climaconeis_cf._lorenzii,N/A,94.275,99,1.36E-112,401,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Berkeleyaceae/Climaconeis/Climaconeis_cf._lorenzii
ESV_9422,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Diploneidaceae/Diploneis/Diploneis_cf._smithii,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Diploneidaceae/Diploneis/Diploneis_cf._smithii,N/A,96.958,100,8.04E-125,442,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Diploneidaceae/Diploneis/Diploneis_cf._smithii
ESV_9423,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Amphora/Halamphora_hyalina,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Amphora/Halamphora_hyalina,N/A,96.578,100,3.74E-123,436,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Amphora/Halamphora_hyalina
ESV_9424,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_lorenziana,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_lorenziana,N/A,92.395,100,8.27E-105,375,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_lorenziana
ESV_9425,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Amphora/Amphora_sp.,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Amphora/Amphora_sp,N/A,97.318,99,2.24E-125,444,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Amphora/Amphora_sp.
ESV_9426,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Diploneidaceae/Diploneis/Diploneis_sp.,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Diploneidaceae/Diploneis/Diploneis_sp,N/A,90.875,100,3.88E-98,353,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Diploneidaceae/Diploneis/Diploneis_sp.
ESV_9427,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Amphora/Amphora_ovalis,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Amphora/Amphora_ovalis,N/A,97.71,99,1.34E-127,451,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Amphora/Amphora_ovalis
ESV_9428,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Amphora/Amphora_lativentralis,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Amphora/Amphora_lativentralis,N/A,91.221,99,1.08E-98,355,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Amphora/Amphora_lativentralis
ESV_9429,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Stauroneidaceae/Sternimirus/Sternimirus_shandongensis,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Stauroneidaceae/Sternimirus/Sternimirus_shandongensis,N/A,95.817,100,8.10E-120,425,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Stauroneidaceae/Sternimirus/Sternimirus_shandongensis
ESV_9430,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_sp._(in:_Bacillariophyta),Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_sp._(in:_Bacillariophyta),N/A,96.198,100,1.74E-121,431,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_sp._(in:_Bacillariophyta)
ESV_9431,Eukaryota/Bacillariophyta/Mediophyceae/Thalassiosirales/Stephanodiscaceae/Cyclotella/Cyclotella_cryptica,Eukaryota/Bacillariophyta/Mediophyceae/Thalassiosirales/Stephanodiscaceae/Cyclotella/Cyclotella_cryptica,N/A,90.114,100,8.39E-95,342,Genbank,Eukaryota/Bacillariophyta/Mediophyceae/Thalassiosirales/Stephanodiscaceae/Cyclotella/Cyclotella_cryptica
ESV_9432,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_sp._(in:_Bacillariophyta),Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_sp._(in:_Bacillariophyta),N/A,94.656,99,2.93E-114,407,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_sp._(in:_Bacillariophyta)
ESV_9433,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_sp.,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_sp,N/A,90.875,99,1.39E-97,351,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_sp.
ESV_9434,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Pleurosigmataceae/Rhoicosigma/Rhoicosigma_sp.,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Pleurosigmataceae/Rhoicosigma/Rhoicosigma_sp,N/A,96.552,99,4.84E-122,433,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Pleurosigmataceae/Rhoicosigma/Rhoicosigma_sp.
ESV_9435,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Bacillaria/Bacillaria_paxillifer,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Bacillaria/Bacillaria_paxillifer,N/A,92.72,99,2.30E-105,377,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Bacillaria/Bacillaria_paxillifer
ESV_9436,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Navicula/Navicula_sp.,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Navicula/Navicula_sp,N/A,96.578,100,3.74E-123,436,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Navicula/Navicula_sp.
ESV_9437,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Bacillaria/Bacillaria_paxillifer,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Bacillaria/Bacillaria_paxillifer,N/A,96.198,100,1.74E-121,431,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Bacillaria/Bacillaria_paxillifer
ESV_9438,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Cylindrotheca/Cylindrotheca_closterium,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Cylindrotheca/Cylindrotheca_closterium,N/A,96.958,100,8.04E-125,442,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Cylindrotheca/Cylindrotheca_closterium
ESV_9439,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_inconspicua,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_inconspicua,N/A,91.538,98,3.00E-99,357,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_inconspicua
ESV_9440,Eukaryota/Bacillariophyta/Bacillariophyceae/Lyrellales/Lyrellaceae/Lyrella/Lyrella_hennedyi,Eukaryota/Bacillariophyta/Bacillariophyceae/Lyrellales/Lyrellaceae/Lyrella/Lyrella_hennedyi,N/A,95.817,100,8.10E-120,425,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Lyrellales/Lyrellaceae/Lyrella/Lyrella_hennedyi
ESV_9441,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Geissleria/Geissleria_frolikhiensis,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Geissleria/Geissleria_frolikhiensis,N/A,95.817,100,8.10E-120,425,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Geissleria/Geissleria_frolikhiensis
ESV_9442,Eukaryota/Bacillariophyta/Bacillariophyceae/Surirellales/Surirellaceae/Coronia/Coronia_sp.,Eukaryota/Bacillariophyta/Bacillariophyceae/Surirellales/Surirellaceae/Coronia/Coronia_sp,N/A,95.817,100,8.10E-120,425,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Surirellales/Surirellaceae/Coronia/Coronia_sp.
ESV_9443,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Sellaphoraceae/Sellaphora/Sellaphora_seminulum,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Sellaphoraceae/Sellaphora/Sellaphora_seminulum,N/A,92.748,99,6.39E-106,379,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Sellaphoraceae/Sellaphora/Sellaphora_seminulum
ESV_9444,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Diploneidaceae/Diploneis/Diploneis_sp.,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Diploneidaceae/Diploneis/Diploneis_sp,N/A,98.479,100,1.72E-131,464,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Diploneidaceae/Diploneis/Diploneis_sp.
ESV_9445,Eukaryota/Bacillariophyta/Bacillariophyceae/Surirellales/Surirellaceae/Auricula/Auricula_complexa,Eukaryota/Bacillariophyta/Bacillariophyceae/Surirellales/Surirellaceae/Auricula/Auricula_complexa,N/A,94.677,100,8.16E-115,409,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Surirellales/Surirellaceae/Auricula/Auricula_complexa
ESV_9446,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_cf._microcephala,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_cf._microcephala,N/A,94.318,100,3.79E-113,403,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_cf._microcephala
ESV_9448,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Plagiotropidaceae/Plagiotropis/Plagiotropis_sp.,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Plagiotropidaceae/Plagiotropis/Plagiotropis_sp,N/A,96.578,100,3.74E-123,436,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Plagiotropidaceae/Plagiotropis/Plagiotropis_sp.
ESV_9449,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Halamphora/Halamphora_woelfeliae,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Halamphora/Halamphora_woelfeliae,N/A,96.198,100,1.74E-121,431,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Halamphora/Halamphora_woelfeliae
ESV_9450,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Pinnulariaceae/Pinnularia/Pinnularia_sp._NE-P01,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Pinnulariaceae/Pinnularia/Pinnularia_sp._NE-P01,N/A,95.437,100,3.77E-118,420,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Pinnulariaceae/Pinnularia/Pinnularia_sp._NE-P01
ESV_9451,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Proschkiniaceae/Proschkinia/Proschkinia_vergostriata,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Proschkiniaceae/Proschkinia/Proschkinia_vergostriata,N/A,93.916,100,1.77E-111,398,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Proschkiniaceae/Proschkinia/Proschkinia_vergostriata
ESV_9452,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Diploneidaceae/Diploneis/Diploneis_parca,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Diploneidaceae/Diploneis/Diploneis_parca,N/A,96.578,100,3.74E-123,436,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Diploneidaceae/Diploneis/Diploneis_parca
ESV_9453,Eukaryota/Bacillariophyta/Fragilariophyceae/Thalassionematales/Thalassionemataceae/Thalassiothrix/Thalassiothrix_longissima,Eukaryota/Bacillariophyta/Fragilariophyceae/Thalassionematales/Thalassionemataceae/Thalassiothrix/Thalassiothrix_longissima,N/A,86.1,98,6.67E-76,279,Genbank,Eukaryota/Bacillariophyta/Fragilariophyceae/Thalassionematales/Thalassionemataceae/Thalassiothrix/Thalassiothrix_longissima
ESV_9454,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Haslea/Haslea_howeana,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Haslea/Haslea_howeana,N/A,95.817,100,8.10E-120,425,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Haslea/Haslea_howeana
ESV_9455,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_cf._spathulata,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_cf._spathulata,N/A,96.552,99,4.84E-122,433,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_cf._spathulata
ESV_9456,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Haslea/Haslea_sp.,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Haslea/Haslea_sp,N/A,93.893,99,6.35E-111,396,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Haslea/Haslea_sp.
ESV_9457,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Haslea/Haslea_sp.,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Haslea/Haslea_sp,N/A,98.099,100,7.98E-130,459,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Haslea/Haslea_sp.
ESV_9458,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Haslea/Haslea_nipkowii,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Haslea/Haslea_nipkowii,N/A,95.057,100,1.75E-116,414,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Haslea/Haslea_nipkowii
ESV_9459,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Halamphora/Halamphora_turgida_var._lacustris,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Halamphora/Halamphora_turgida_var._lacustris,N/A,96.578,100,3.74E-123,436,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Halamphora/Halamphora_turgida_var._lacustris
ESV_9460,Eukaryota/Bacillariophyta/Bacillariophyceae/Surirellales/Surirellaceae/Auricula/Auricula_cf._flabelliformis,Eukaryota/Bacillariophyta/Bacillariophyceae/Surirellales/Surirellaceae/Auricula/Auricula_cf._flabelliformis,N/A,96.525,98,6.26E-121,429,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Surirellales/Surirellaceae/Auricula/Auricula_cf._flabelliformis
ESV_9461,Eukaryota/Bacillariophyta/Bacillariophyceae/Surirellales/Surirellaceae/Auricula/Auricula_cf._flabelliformis,Eukaryota/Bacillariophyta/Bacillariophyceae/Surirellales/Surirellaceae/Auricula/Auricula_cf._flabelliformis,N/A,95.817,100,8.10E-120,425,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Surirellales/Surirellaceae/Auricula/Auricula_cf._flabelliformis
ESV_9463,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_cf._aequorea,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_cf._aequorea,N/A,95.817,100,8.10E-120,425,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_cf._aequorea
ESV_9464,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_cf_acicularoides,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_cf_acicularoides,N/A,96.198,100,1.74E-121,431,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_cf_acicularoides
ESV_9465,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Haslea/Haslea_cf._howeana,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Haslea/Haslea_cf._howeana,N/A,98.467,99,2.22E-130,460,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Haslea/Haslea_cf._howeana
ESV_9466,Eukaryota/Bacillariophyta/Coscinodiscophyceae/Paraliales/Paraliaceae/Paralia/Paralia_sulcata,Eukaryota/Bacillariophyta/Coscinodiscophyceae/Paraliales/Paraliaceae/Paralia/Paralia_sulcata,N/A,93.916,100,1.77E-111,398,Genbank,Eukaryota/Bacillariophyta/Coscinodiscophyceae/Paraliales/Paraliaceae/Paralia/Paralia_sulcata
ESV_9467,Eukaryota/Bacillariophyta/Bacillariophyceae/Rhopalodiales/Rhopalodiaceae/Epithemia/Epithemia_hyndmanii,Eukaryota/Bacillariophyta/Bacillariophyceae/Rhopalodiales/Rhopalodiaceae/Epithemia/Epithemia_hyndmanii,N/A,91.603,99,6.44E-101,363,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Rhopalodiales/Rhopalodiaceae/Epithemia/Epithemia_hyndmanii
